"","date","hour","day","month","count","year"
"2658",2013-03-21,"17","Thursday","Mar",9,"2013"
"2659",2013-03-21,"18","Thursday","Mar",4,"2013"
"2660",2013-03-21,"19","Thursday","Mar",4,"2013"
"2661",2013-03-21,"20","Thursday","Mar",6,"2013"
"2662",2013-03-21,"21","Thursday","Mar",3,"2013"
"2663",2013-03-21,"22","Thursday","Mar",6,"2013"
"2664",2013-03-21,"23","Thursday","Mar",0,"2013"
"2665",2013-03-22,"0","Friday","Mar",2,"2013"
"2666",2013-03-22,"1","Friday","Mar",1,"2013"
"2667",2013-03-22,"2","Friday","Mar",4,"2013"
"2668",2013-03-22,"3","Friday","Mar",2,"2013"
"2669",2013-03-22,"4","Friday","Mar",2,"2013"
"2670",2013-03-22,"5","Friday","Mar",0,"2013"
"2671",2013-03-22,"6","Friday","Mar",0,"2013"
"2672",2013-03-22,"7","Friday","Mar",4,"2013"
"2673",2013-03-22,"8","Friday","Mar",3,"2013"
"2674",2013-03-22,"9","Friday","Mar",9,"2013"
"2675",2013-03-22,"10","Friday","Mar",5,"2013"
"2676",2013-03-22,"11","Friday","Mar",7,"2013"
"2677",2013-03-22,"12","Friday","Mar",14,"2013"
"2678",2013-03-22,"13","Friday","Mar",10,"2013"
"2679",2013-03-22,"14","Friday","Mar",8,"2013"
"2680",2013-03-22,"15","Friday","Mar",4,"2013"
"2681",2013-03-22,"16","Friday","Mar",5,"2013"
"2682",2013-03-22,"17","Friday","Mar",5,"2013"
"2683",2013-03-22,"18","Friday","Mar",3,"2013"
"2684",2013-03-22,"19","Friday","Mar",7,"2013"
"2685",2013-03-22,"20","Friday","Mar",3,"2013"
"2686",2013-03-22,"21","Friday","Mar",4,"2013"
"2687",2013-03-22,"22","Friday","Mar",5,"2013"
"2688",2013-03-22,"23","Friday","Mar",2,"2013"
"2689",2013-03-23,"0","Saturday","Mar",3,"2013"
"2690",2013-03-23,"1","Saturday","Mar",4,"2013"
"2691",2013-03-23,"2","Saturday","Mar",4,"2013"
"2692",2013-03-23,"3","Saturday","Mar",1,"2013"
"2693",2013-03-23,"4","Saturday","Mar",2,"2013"
"2694",2013-03-23,"5","Saturday","Mar",2,"2013"
"2695",2013-03-23,"6","Saturday","Mar",1,"2013"
"2696",2013-03-23,"7","Saturday","Mar",0,"2013"
"2697",2013-03-23,"8","Saturday","Mar",3,"2013"
"2698",2013-03-23,"9","Saturday","Mar",5,"2013"
"2699",2013-03-23,"10","Saturday","Mar",7,"2013"
"2700",2013-03-23,"11","Saturday","Mar",6,"2013"
"2701",2013-03-23,"12","Saturday","Mar",14,"2013"
"2702",2013-03-23,"13","Saturday","Mar",7,"2013"
"2703",2013-03-23,"14","Saturday","Mar",8,"2013"
"2704",2013-03-23,"15","Saturday","Mar",12,"2013"
"2705",2013-03-23,"16","Saturday","Mar",7,"2013"
"2706",2013-03-23,"17","Saturday","Mar",4,"2013"
"2707",2013-03-23,"18","Saturday","Mar",5,"2013"
"2708",2013-03-23,"19","Saturday","Mar",6,"2013"
"2709",2013-03-23,"20","Saturday","Mar",8,"2013"
"2710",2013-03-23,"21","Saturday","Mar",11,"2013"
"2711",2013-03-23,"22","Saturday","Mar",1,"2013"
"2712",2013-03-23,"23","Saturday","Mar",3,"2013"
"2713",2013-03-24,"0","Sunday","Mar",5,"2013"
"2714",2013-03-24,"1","Sunday","Mar",1,"2013"
"2715",2013-03-24,"2","Sunday","Mar",3,"2013"
"2716",2013-03-24,"3","Sunday","Mar",1,"2013"
"2717",2013-03-24,"4","Sunday","Mar",3,"2013"
"2718",2013-03-24,"5","Sunday","Mar",3,"2013"
"2719",2013-03-24,"6","Sunday","Mar",2,"2013"
"2720",2013-03-24,"7","Sunday","Mar",7,"2013"
"2721",2013-03-24,"8","Sunday","Mar",2,"2013"
"2722",2013-03-24,"9","Sunday","Mar",7,"2013"
"2723",2013-03-24,"10","Sunday","Mar",6,"2013"
"2724",2013-03-24,"11","Sunday","Mar",3,"2013"
"2725",2013-03-24,"12","Sunday","Mar",5,"2013"
"2726",2013-03-24,"13","Sunday","Mar",7,"2013"
"2727",2013-03-24,"14","Sunday","Mar",7,"2013"
"2728",2013-03-24,"15","Sunday","Mar",12,"2013"
"2729",2013-03-24,"16","Sunday","Mar",7,"2013"
"2730",2013-03-24,"17","Sunday","Mar",4,"2013"
"2731",2013-03-24,"18","Sunday","Mar",3,"2013"
"2732",2013-03-24,"19","Sunday","Mar",2,"2013"
"2733",2013-03-24,"20","Sunday","Mar",2,"2013"
"2734",2013-03-24,"21","Sunday","Mar",9,"2013"
"2735",2013-03-24,"22","Sunday","Mar",2,"2013"
"2736",2013-03-24,"23","Sunday","Mar",1,"2013"
"2737",2013-03-25,"0","Monday","Mar",2,"2013"
"2738",2013-03-25,"1","Monday","Mar",5,"2013"
"2739",2013-03-25,"2","Monday","Mar",4,"2013"
"2740",2013-03-25,"3","Monday","Mar",1,"2013"
"2741",2013-03-25,"4","Monday","Mar",3,"2013"
"2742",2013-03-25,"5","Monday","Mar",3,"2013"
"2743",2013-03-25,"6","Monday","Mar",3,"2013"
"2744",2013-03-25,"7","Monday","Mar",5,"2013"
"2745",2013-03-25,"8","Monday","Mar",4,"2013"
"2746",2013-03-25,"9","Monday","Mar",5,"2013"
"2747",2013-03-25,"10","Monday","Mar",4,"2013"
"2748",2013-03-25,"11","Monday","Mar",9,"2013"
"2749",2013-03-25,"12","Monday","Mar",7,"2013"
"2750",2013-03-25,"13","Monday","Mar",7,"2013"
"2751",2013-03-25,"14","Monday","Mar",7,"2013"
"2752",2013-03-25,"15","Monday","Mar",5,"2013"
"2753",2013-03-25,"16","Monday","Mar",7,"2013"
"2754",2013-03-25,"17","Monday","Mar",10,"2013"
"2755",2013-03-25,"18","Monday","Mar",3,"2013"
"2756",2013-03-25,"19","Monday","Mar",8,"2013"
"2757",2013-03-25,"20","Monday","Mar",7,"2013"
"2758",2013-03-25,"21","Monday","Mar",6,"2013"
"2759",2013-03-25,"22","Monday","Mar",2,"2013"
"2760",2013-03-25,"23","Monday","Mar",1,"2013"
"2761",2013-03-26,"0","Tuesday","Mar",2,"2013"
"2762",2013-03-26,"1","Tuesday","Mar",0,"2013"
"2763",2013-03-26,"2","Tuesday","Mar",3,"2013"
"2764",2013-03-26,"3","Tuesday","Mar",1,"2013"
"2765",2013-03-26,"4","Tuesday","Mar",2,"2013"
"2766",2013-03-26,"5","Tuesday","Mar",4,"2013"
"2767",2013-03-26,"6","Tuesday","Mar",1,"2013"
"2768",2013-03-26,"7","Tuesday","Mar",2,"2013"
"2769",2013-03-26,"8","Tuesday","Mar",6,"2013"
"2770",2013-03-26,"9","Tuesday","Mar",6,"2013"
"2771",2013-03-26,"10","Tuesday","Mar",6,"2013"
"2772",2013-03-26,"11","Tuesday","Mar",6,"2013"
"2773",2013-03-26,"12","Tuesday","Mar",5,"2013"
"2774",2013-03-26,"13","Tuesday","Mar",2,"2013"
"2775",2013-03-26,"14","Tuesday","Mar",3,"2013"
"2776",2013-03-26,"15","Tuesday","Mar",6,"2013"
"2777",2013-03-26,"16","Tuesday","Mar",8,"2013"
"2778",2013-03-26,"17","Tuesday","Mar",15,"2013"
"2779",2013-03-26,"18","Tuesday","Mar",6,"2013"
"2780",2013-03-26,"19","Tuesday","Mar",14,"2013"
"2781",2013-03-26,"20","Tuesday","Mar",4,"2013"
"2782",2013-03-26,"21","Tuesday","Mar",2,"2013"
"2783",2013-03-26,"22","Tuesday","Mar",8,"2013"
"2784",2013-03-26,"23","Tuesday","Mar",7,"2013"
"2785",2013-03-27,"0","Wednesday","Mar",4,"2013"
"2786",2013-03-27,"1","Wednesday","Mar",3,"2013"
"2787",2013-03-27,"2","Wednesday","Mar",1,"2013"
"2788",2013-03-27,"3","Wednesday","Mar",2,"2013"
"2789",2013-03-27,"4","Wednesday","Mar",1,"2013"
"2790",2013-03-27,"5","Wednesday","Mar",1,"2013"
"2791",2013-03-27,"6","Wednesday","Mar",0,"2013"
"2792",2013-03-27,"7","Wednesday","Mar",3,"2013"
"2793",2013-03-27,"8","Wednesday","Mar",2,"2013"
"2794",2013-03-27,"9","Wednesday","Mar",6,"2013"
"2795",2013-03-27,"10","Wednesday","Mar",4,"2013"
"2796",2013-03-27,"11","Wednesday","Mar",10,"2013"
"2797",2013-03-27,"12","Wednesday","Mar",3,"2013"
"2798",2013-03-27,"13","Wednesday","Mar",5,"2013"
"2799",2013-03-27,"14","Wednesday","Mar",6,"2013"
"2800",2013-03-27,"15","Wednesday","Mar",2,"2013"
"2801",2013-03-27,"16","Wednesday","Mar",4,"2013"
"2802",2013-03-27,"17","Wednesday","Mar",10,"2013"
"2803",2013-03-27,"18","Wednesday","Mar",5,"2013"
"2804",2013-03-27,"19","Wednesday","Mar",5,"2013"
"2805",2013-03-27,"20","Wednesday","Mar",5,"2013"
"2806",2013-03-27,"21","Wednesday","Mar",2,"2013"
"2807",2013-03-27,"22","Wednesday","Mar",2,"2013"
"2808",2013-03-27,"23","Wednesday","Mar",2,"2013"
"2809",2013-03-28,"0","Thursday","Mar",1,"2013"
"2810",2013-03-28,"1","Thursday","Mar",1,"2013"
"2811",2013-03-28,"2","Thursday","Mar",7,"2013"
"2812",2013-03-28,"3","Thursday","Mar",1,"2013"
"2813",2013-03-28,"4","Thursday","Mar",3,"2013"
"2814",2013-03-28,"5","Thursday","Mar",0,"2013"
"2815",2013-03-28,"6","Thursday","Mar",2,"2013"
"2816",2013-03-28,"7","Thursday","Mar",2,"2013"
"2817",2013-03-28,"8","Thursday","Mar",4,"2013"
"2818",2013-03-28,"9","Thursday","Mar",5,"2013"
"2819",2013-03-28,"10","Thursday","Mar",9,"2013"
"2820",2013-03-28,"11","Thursday","Mar",10,"2013"
"2821",2013-03-28,"12","Thursday","Mar",5,"2013"
"2822",2013-03-28,"13","Thursday","Mar",5,"2013"
"2823",2013-03-28,"14","Thursday","Mar",11,"2013"
"2824",2013-03-28,"15","Thursday","Mar",5,"2013"
"2825",2013-03-28,"16","Thursday","Mar",10,"2013"
"2826",2013-03-28,"17","Thursday","Mar",7,"2013"
"2827",2013-03-28,"18","Thursday","Mar",8,"2013"
"2828",2013-03-28,"19","Thursday","Mar",6,"2013"
"2829",2013-03-28,"20","Thursday","Mar",4,"2013"
"2830",2013-03-28,"21","Thursday","Mar",4,"2013"
"2831",2013-03-28,"22","Thursday","Mar",5,"2013"
"2832",2013-03-28,"23","Thursday","Mar",4,"2013"
"2833",2013-03-29,"0","Friday","Mar",3,"2013"
"2834",2013-03-29,"1","Friday","Mar",2,"2013"
"2835",2013-03-29,"2","Friday","Mar",0,"2013"
"2836",2013-03-29,"3","Friday","Mar",2,"2013"
"2837",2013-03-29,"4","Friday","Mar",1,"2013"
"2838",2013-03-29,"5","Friday","Mar",3,"2013"
"2839",2013-03-29,"6","Friday","Mar",1,"2013"
"2840",2013-03-29,"7","Friday","Mar",1,"2013"
"2841",2013-03-29,"8","Friday","Mar",4,"2013"
"2842",2013-03-29,"9","Friday","Mar",4,"2013"
"2843",2013-03-29,"10","Friday","Mar",6,"2013"
"2844",2013-03-29,"11","Friday","Mar",5,"2013"
"2845",2013-03-29,"12","Friday","Mar",5,"2013"
"2846",2013-03-29,"13","Friday","Mar",7,"2013"
"2847",2013-03-29,"14","Friday","Mar",8,"2013"
"2848",2013-03-29,"15","Friday","Mar",7,"2013"
"2849",2013-03-29,"16","Friday","Mar",5,"2013"
"2850",2013-03-29,"17","Friday","Mar",7,"2013"
"2851",2013-03-29,"18","Friday","Mar",6,"2013"
"2852",2013-03-29,"19","Friday","Mar",3,"2013"
"2853",2013-03-29,"20","Friday","Mar",3,"2013"
"2854",2013-03-29,"21","Friday","Mar",5,"2013"
"2855",2013-03-29,"22","Friday","Mar",4,"2013"
"2856",2013-03-29,"23","Friday","Mar",3,"2013"
"2857",2013-03-30,"0","Saturday","Mar",2,"2013"
"2858",2013-03-30,"1","Saturday","Mar",3,"2013"
"2859",2013-03-30,"2","Saturday","Mar",2,"2013"
"2860",2013-03-30,"3","Saturday","Mar",1,"2013"
"2861",2013-03-30,"4","Saturday","Mar",1,"2013"
"2862",2013-03-30,"5","Saturday","Mar",1,"2013"
"2863",2013-03-30,"6","Saturday","Mar",1,"2013"
"2864",2013-03-30,"7","Saturday","Mar",4,"2013"
"2865",2013-03-30,"8","Saturday","Mar",2,"2013"
"2866",2013-03-30,"9","Saturday","Mar",1,"2013"
"2867",2013-03-30,"10","Saturday","Mar",8,"2013"
"2868",2013-03-30,"11","Saturday","Mar",7,"2013"
"2869",2013-03-30,"12","Saturday","Mar",6,"2013"
"2870",2013-03-30,"13","Saturday","Mar",10,"2013"
"2871",2013-03-30,"14","Saturday","Mar",10,"2013"
"2872",2013-03-30,"15","Saturday","Mar",5,"2013"
"2873",2013-03-30,"16","Saturday","Mar",6,"2013"
"2874",2013-03-30,"17","Saturday","Mar",2,"2013"
"2875",2013-03-30,"18","Saturday","Mar",9,"2013"
"2876",2013-03-30,"19","Saturday","Mar",7,"2013"
"2877",2013-03-30,"20","Saturday","Mar",6,"2013"
"2878",2013-03-30,"21","Saturday","Mar",6,"2013"
"2879",2013-03-30,"22","Saturday","Mar",3,"2013"
"2880",2013-03-30,"23","Saturday","Mar",3,"2013"
"2881",2013-03-31,"0","Sunday","Mar",2,"2013"
"2882",2013-03-31,"1","Sunday","Mar",4,"2013"
"2883",2013-03-31,"2","Sunday","Mar",2,"2013"
"2884",2013-03-31,"3","Sunday","Mar",5,"2013"
"2885",2013-03-31,"4","Sunday","Mar",5,"2013"
"2886",2013-03-31,"5","Sunday","Mar",3,"2013"
"2887",2013-03-31,"6","Sunday","Mar",3,"2013"
"2888",2013-03-31,"7","Sunday","Mar",5,"2013"
"2889",2013-03-31,"8","Sunday","Mar",3,"2013"
"2890",2013-03-31,"9","Sunday","Mar",7,"2013"
"2891",2013-03-31,"10","Sunday","Mar",10,"2013"
"2892",2013-03-31,"11","Sunday","Mar",10,"2013"
"2893",2013-03-31,"12","Sunday","Mar",6,"2013"
"2894",2013-03-31,"13","Sunday","Mar",9,"2013"
"2895",2013-03-31,"14","Sunday","Mar",11,"2013"
"2896",2013-03-31,"15","Sunday","Mar",6,"2013"
"2897",2013-03-31,"16","Sunday","Mar",2,"2013"
"2898",2013-03-31,"17","Sunday","Mar",10,"2013"
"2899",2013-03-31,"18","Sunday","Mar",8,"2013"
"2900",2013-03-31,"19","Sunday","Mar",3,"2013"
"2901",2013-03-31,"20","Sunday","Mar",8,"2013"
"2902",2013-03-31,"21","Sunday","Mar",3,"2013"
"2903",2013-03-31,"22","Sunday","Mar",7,"2013"
"2904",2013-03-31,"23","Sunday","Mar",4,"2013"
"2905",2013-04-01,"0","Monday","Apr",0,"2013"
"2906",2013-04-01,"1","Monday","Apr",3,"2013"
"2907",2013-04-01,"2","Monday","Apr",3,"2013"
"2908",2013-04-01,"3","Monday","Apr",2,"2013"
"2909",2013-04-01,"4","Monday","Apr",1,"2013"
"2910",2013-04-01,"5","Monday","Apr",1,"2013"
"2911",2013-04-01,"6","Monday","Apr",1,"2013"
"2912",2013-04-01,"7","Monday","Apr",1,"2013"
"2913",2013-04-01,"8","Monday","Apr",0,"2013"
"2914",2013-04-01,"9","Monday","Apr",4,"2013"
"2915",2013-04-01,"10","Monday","Apr",6,"2013"
"2916",2013-04-01,"11","Monday","Apr",5,"2013"
"2917",2013-04-01,"12","Monday","Apr",7,"2013"
"2918",2013-04-01,"13","Monday","Apr",11,"2013"
"2919",2013-04-01,"14","Monday","Apr",4,"2013"
"2920",2013-04-01,"15","Monday","Apr",6,"2013"
"2921",2013-04-01,"16","Monday","Apr",8,"2013"
"2922",2013-04-01,"17","Monday","Apr",3,"2013"
"2923",2013-04-01,"18","Monday","Apr",7,"2013"
"2924",2013-04-01,"19","Monday","Apr",4,"2013"
"2925",2013-04-01,"20","Monday","Apr",6,"2013"
"2926",2013-04-01,"21","Monday","Apr",6,"2013"
"2927",2013-04-01,"22","Monday","Apr",0,"2013"
"2928",2013-04-01,"23","Monday","Apr",2,"2013"
"2929",2013-04-02,"0","Tuesday","Apr",3,"2013"
"2930",2013-04-02,"1","Tuesday","Apr",2,"2013"
"2931",2013-04-02,"2","Tuesday","Apr",3,"2013"
"2932",2013-04-02,"3","Tuesday","Apr",0,"2013"
"2933",2013-04-02,"4","Tuesday","Apr",2,"2013"
"2934",2013-04-02,"5","Tuesday","Apr",1,"2013"
"2935",2013-04-02,"6","Tuesday","Apr",1,"2013"
"2936",2013-04-02,"7","Tuesday","Apr",2,"2013"
"2937",2013-04-02,"8","Tuesday","Apr",6,"2013"
"2938",2013-04-02,"9","Tuesday","Apr",7,"2013"
"2939",2013-04-02,"10","Tuesday","Apr",9,"2013"
"2940",2013-04-02,"11","Tuesday","Apr",8,"2013"
"2941",2013-04-02,"12","Tuesday","Apr",7,"2013"
"2942",2013-04-02,"13","Tuesday","Apr",6,"2013"
"2943",2013-04-02,"14","Tuesday","Apr",3,"2013"
"2944",2013-04-02,"15","Tuesday","Apr",5,"2013"
"2945",2013-04-02,"16","Tuesday","Apr",6,"2013"
"2946",2013-04-02,"17","Tuesday","Apr",10,"2013"
"2947",2013-04-02,"18","Tuesday","Apr",5,"2013"
"2948",2013-04-02,"19","Tuesday","Apr",6,"2013"
"2949",2013-04-02,"20","Tuesday","Apr",10,"2013"
"2950",2013-04-02,"21","Tuesday","Apr",4,"2013"
"2951",2013-04-02,"22","Tuesday","Apr",12,"2013"
"2952",2013-04-02,"23","Tuesday","Apr",6,"2013"
"2953",2013-04-03,"0","Wednesday","Apr",5,"2013"
"2954",2013-04-03,"1","Wednesday","Apr",2,"2013"
"2955",2013-04-03,"2","Wednesday","Apr",1,"2013"
"2956",2013-04-03,"3","Wednesday","Apr",2,"2013"
"2957",2013-04-03,"4","Wednesday","Apr",0,"2013"
"2958",2013-04-03,"5","Wednesday","Apr",3,"2013"
"2959",2013-04-03,"6","Wednesday","Apr",2,"2013"
"2960",2013-04-03,"7","Wednesday","Apr",6,"2013"
"2961",2013-04-03,"8","Wednesday","Apr",5,"2013"
"2962",2013-04-03,"9","Wednesday","Apr",8,"2013"
"2963",2013-04-03,"10","Wednesday","Apr",7,"2013"
"2964",2013-04-03,"11","Wednesday","Apr",5,"2013"
"2965",2013-04-03,"12","Wednesday","Apr",3,"2013"
"2966",2013-04-03,"13","Wednesday","Apr",6,"2013"
"2967",2013-04-03,"14","Wednesday","Apr",11,"2013"
"2968",2013-04-03,"15","Wednesday","Apr",7,"2013"
"2969",2013-04-03,"16","Wednesday","Apr",7,"2013"
"2970",2013-04-03,"17","Wednesday","Apr",7,"2013"
"2971",2013-04-03,"18","Wednesday","Apr",5,"2013"
"2972",2013-04-03,"19","Wednesday","Apr",6,"2013"
"2973",2013-04-03,"20","Wednesday","Apr",8,"2013"
"2974",2013-04-03,"21","Wednesday","Apr",6,"2013"
"2975",2013-04-03,"22","Wednesday","Apr",1,"2013"
"2976",2013-04-03,"23","Wednesday","Apr",3,"2013"
"2977",2013-04-04,"0","Thursday","Apr",2,"2013"
"2978",2013-04-04,"1","Thursday","Apr",2,"2013"
"2979",2013-04-04,"2","Thursday","Apr",0,"2013"
"2980",2013-04-04,"3","Thursday","Apr",1,"2013"
"2981",2013-04-04,"4","Thursday","Apr",1,"2013"
"2982",2013-04-04,"5","Thursday","Apr",2,"2013"
"2983",2013-04-04,"6","Thursday","Apr",2,"2013"
"2984",2013-04-04,"7","Thursday","Apr",3,"2013"
"2985",2013-04-04,"8","Thursday","Apr",2,"2013"
"2986",2013-04-04,"9","Thursday","Apr",11,"2013"
"2987",2013-04-04,"10","Thursday","Apr",5,"2013"
"2988",2013-04-04,"11","Thursday","Apr",6,"2013"
"2989",2013-04-04,"12","Thursday","Apr",5,"2013"
"2990",2013-04-04,"13","Thursday","Apr",7,"2013"
"2991",2013-04-04,"14","Thursday","Apr",2,"2013"
"2992",2013-04-04,"15","Thursday","Apr",10,"2013"
"2993",2013-04-04,"16","Thursday","Apr",5,"2013"
"2994",2013-04-04,"17","Thursday","Apr",8,"2013"
"2995",2013-04-04,"18","Thursday","Apr",8,"2013"
"2996",2013-04-04,"19","Thursday","Apr",4,"2013"
"2997",2013-04-04,"20","Thursday","Apr",5,"2013"
"2998",2013-04-04,"21","Thursday","Apr",8,"2013"
"2999",2013-04-04,"22","Thursday","Apr",7,"2013"
"3000",2013-04-04,"23","Thursday","Apr",5,"2013"
"3001",2013-04-05,"0","Friday","Apr",3,"2013"
"3002",2013-04-05,"1","Friday","Apr",4,"2013"
"3003",2013-04-05,"2","Friday","Apr",3,"2013"
"3004",2013-04-05,"3","Friday","Apr",1,"2013"
"3005",2013-04-05,"4","Friday","Apr",2,"2013"
"3006",2013-04-05,"5","Friday","Apr",1,"2013"
"3007",2013-04-05,"6","Friday","Apr",1,"2013"
"3008",2013-04-05,"7","Friday","Apr",3,"2013"
"3009",2013-04-05,"8","Friday","Apr",5,"2013"
"3010",2013-04-05,"9","Friday","Apr",4,"2013"
"3011",2013-04-05,"10","Friday","Apr",7,"2013"
"3012",2013-04-05,"11","Friday","Apr",10,"2013"
"3013",2013-04-05,"12","Friday","Apr",11,"2013"
"3014",2013-04-05,"13","Friday","Apr",7,"2013"
"3015",2013-04-05,"14","Friday","Apr",8,"2013"
"3016",2013-04-05,"15","Friday","Apr",9,"2013"
"3017",2013-04-05,"16","Friday","Apr",9,"2013"
"3018",2013-04-05,"17","Friday","Apr",9,"2013"
"3019",2013-04-05,"18","Friday","Apr",6,"2013"
"3020",2013-04-05,"19","Friday","Apr",7,"2013"
"3021",2013-04-05,"20","Friday","Apr",6,"2013"
"3022",2013-04-05,"21","Friday","Apr",7,"2013"
"3023",2013-04-05,"22","Friday","Apr",3,"2013"
"3024",2013-04-05,"23","Friday","Apr",5,"2013"
"3025",2013-04-06,"0","Saturday","Apr",3,"2013"
"3026",2013-04-06,"1","Saturday","Apr",4,"2013"
"3027",2013-04-06,"2","Saturday","Apr",0,"2013"
"3028",2013-04-06,"3","Saturday","Apr",3,"2013"
"3029",2013-04-06,"4","Saturday","Apr",3,"2013"
"3030",2013-04-06,"5","Saturday","Apr",0,"2013"
"3031",2013-04-06,"6","Saturday","Apr",1,"2013"
"3032",2013-04-06,"7","Saturday","Apr",3,"2013"
"3033",2013-04-06,"8","Saturday","Apr",4,"2013"
"3034",2013-04-06,"9","Saturday","Apr",3,"2013"
"3035",2013-04-06,"10","Saturday","Apr",4,"2013"
"3036",2013-04-06,"11","Saturday","Apr",3,"2013"
"3037",2013-04-06,"12","Saturday","Apr",7,"2013"
"3038",2013-04-06,"13","Saturday","Apr",7,"2013"
"3039",2013-04-06,"14","Saturday","Apr",7,"2013"
"3040",2013-04-06,"15","Saturday","Apr",5,"2013"
"3041",2013-04-06,"16","Saturday","Apr",6,"2013"
"3042",2013-04-06,"17","Saturday","Apr",5,"2013"
"3043",2013-04-06,"18","Saturday","Apr",4,"2013"
"3044",2013-04-06,"19","Saturday","Apr",8,"2013"
"3045",2013-04-06,"20","Saturday","Apr",4,"2013"
"3046",2013-04-06,"21","Saturday","Apr",2,"2013"
"3047",2013-04-06,"22","Saturday","Apr",6,"2013"
"3048",2013-04-06,"23","Saturday","Apr",6,"2013"
"3049",2013-04-07,"0","Sunday","Apr",3,"2013"
"3050",2013-04-07,"1","Sunday","Apr",3,"2013"
"3051",2013-04-07,"2","Sunday","Apr",9,"2013"
"3052",2013-04-07,"3","Sunday","Apr",1,"2013"
"3053",2013-04-07,"4","Sunday","Apr",3,"2013"
"3054",2013-04-07,"5","Sunday","Apr",3,"2013"
"3055",2013-04-07,"6","Sunday","Apr",1,"2013"
"3056",2013-04-07,"7","Sunday","Apr",6,"2013"
"3057",2013-04-07,"8","Sunday","Apr",2,"2013"
"3058",2013-04-07,"9","Sunday","Apr",4,"2013"
"3059",2013-04-07,"10","Sunday","Apr",8,"2013"
"3060",2013-04-07,"11","Sunday","Apr",3,"2013"
"3061",2013-04-07,"12","Sunday","Apr",10,"2013"
"3062",2013-04-07,"13","Sunday","Apr",6,"2013"
"3063",2013-04-07,"14","Sunday","Apr",9,"2013"
"3064",2013-04-07,"15","Sunday","Apr",5,"2013"
"3065",2013-04-07,"16","Sunday","Apr",2,"2013"
"3066",2013-04-07,"17","Sunday","Apr",2,"2013"
"3067",2013-04-07,"18","Sunday","Apr",6,"2013"
"3068",2013-04-07,"19","Sunday","Apr",6,"2013"
"3069",2013-04-07,"20","Sunday","Apr",8,"2013"
"3070",2013-04-07,"21","Sunday","Apr",3,"2013"
"3071",2013-04-07,"22","Sunday","Apr",4,"2013"
"3072",2013-04-07,"23","Sunday","Apr",1,"2013"
"3073",2013-04-08,"0","Monday","Apr",4,"2013"
"3074",2013-04-08,"1","Monday","Apr",4,"2013"
"3075",2013-04-08,"2","Monday","Apr",1,"2013"
"3076",2013-04-08,"3","Monday","Apr",3,"2013"
"3077",2013-04-08,"4","Monday","Apr",0,"2013"
"3078",2013-04-08,"5","Monday","Apr",2,"2013"
"3079",2013-04-08,"6","Monday","Apr",3,"2013"
"3080",2013-04-08,"7","Monday","Apr",0,"2013"
"3081",2013-04-08,"8","Monday","Apr",5,"2013"
"3082",2013-04-08,"9","Monday","Apr",5,"2013"
"3083",2013-04-08,"10","Monday","Apr",3,"2013"
"3084",2013-04-08,"11","Monday","Apr",12,"2013"
"3085",2013-04-08,"12","Monday","Apr",13,"2013"
"3086",2013-04-08,"13","Monday","Apr",4,"2013"
"3087",2013-04-08,"14","Monday","Apr",10,"2013"
"3088",2013-04-08,"15","Monday","Apr",4,"2013"
"3089",2013-04-08,"16","Monday","Apr",2,"2013"
"3090",2013-04-08,"17","Monday","Apr",9,"2013"
"3091",2013-04-08,"18","Monday","Apr",5,"2013"
"3092",2013-04-08,"19","Monday","Apr",8,"2013"
"3093",2013-04-08,"20","Monday","Apr",4,"2013"
"3094",2013-04-08,"21","Monday","Apr",4,"2013"
"3095",2013-04-08,"22","Monday","Apr",5,"2013"
"3096",2013-04-08,"23","Monday","Apr",2,"2013"
"3097",2013-04-09,"0","Tuesday","Apr",3,"2013"
"3098",2013-04-09,"1","Tuesday","Apr",3,"2013"
"3099",2013-04-09,"2","Tuesday","Apr",2,"2013"
"3100",2013-04-09,"3","Tuesday","Apr",0,"2013"
"3101",2013-04-09,"4","Tuesday","Apr",0,"2013"
"3102",2013-04-09,"5","Tuesday","Apr",5,"2013"
"3103",2013-04-09,"6","Tuesday","Apr",1,"2013"
"3104",2013-04-09,"7","Tuesday","Apr",2,"2013"
"3105",2013-04-09,"8","Tuesday","Apr",2,"2013"
"3106",2013-04-09,"9","Tuesday","Apr",9,"2013"
"3107",2013-04-09,"10","Tuesday","Apr",5,"2013"
"3108",2013-04-09,"11","Tuesday","Apr",9,"2013"
"3109",2013-04-09,"12","Tuesday","Apr",8,"2013"
"3110",2013-04-09,"13","Tuesday","Apr",6,"2013"
"3111",2013-04-09,"14","Tuesday","Apr",7,"2013"
"3112",2013-04-09,"15","Tuesday","Apr",4,"2013"
"3113",2013-04-09,"16","Tuesday","Apr",6,"2013"
"3114",2013-04-09,"17","Tuesday","Apr",6,"2013"
"3115",2013-04-09,"18","Tuesday","Apr",5,"2013"
"3116",2013-04-09,"19","Tuesday","Apr",9,"2013"
"3117",2013-04-09,"20","Tuesday","Apr",7,"2013"
"3118",2013-04-09,"21","Tuesday","Apr",6,"2013"
"3119",2013-04-09,"22","Tuesday","Apr",1,"2013"
"3120",2013-04-09,"23","Tuesday","Apr",3,"2013"
"3121",2013-04-10,"0","Wednesday","Apr",1,"2013"
"3122",2013-04-10,"1","Wednesday","Apr",0,"2013"
"3123",2013-04-10,"2","Wednesday","Apr",0,"2013"
