"MB2006","UR2006_num","UR2006","DHB_code","DHB_label","Pop2001","Pop2006","Pop2013"
832201,-1,"Rural",4,"Counties Manukau",84,90,99
832202,-1,"Rural",4,"Counties Manukau",51,42,39
832300,-2,"Rural",4,"Counties Manukau",57,30,30
832400,-2,"Rural",4,"Counties Manukau",108,87,102
832500,-1,"Rural",4,"Counties Manukau",45,45,39
832601,-2,"Rural",4,"Counties Manukau",51,45,45
832602,NA,NA,4,"Counties Manukau",0,3,0
832700,-1,"Rural",4,"Counties Manukau",90,108,90
832800,-1,"Rural",4,"Counties Manukau",213,237,249
832900,-1,"Rural",4,"Counties Manukau",168,216,231
833001,-1,"Rural",4,"Counties Manukau",45,57,66
833002,0,"Rural",4,"Counties Manukau",21,21,6
833101,-2,"Rural",4,"Counties Manukau",36,33,27
833102,2,"Urban",4,"Counties Manukau",36,51,48
833200,2,"Urban",4,"Counties Manukau",84,141,213
833300,-1,"Rural",4,"Counties Manukau",60,75,84
833400,-2,"Rural",4,"Counties Manukau",21,27,27
833500,-2,"Rural",4,"Counties Manukau",72,54,54
833601,-2,"Rural",4,"Counties Manukau",87,102,114
833602,-1,"Rural",4,"Counties Manukau",3,3,3
833701,-1,"Rural",4,"Counties Manukau",192,198,198
833702,-1,"Rural",4,"Counties Manukau",186,192,210
833800,-1,"Rural",4,"Counties Manukau",180,189,186
833900,-3,"Rural",4,"Counties Manukau",3,9,0
834000,-1,"Rural",4,"Counties Manukau",252,273,291
834100,-1,"Rural",4,"Counties Manukau",9,15,18
834200,-1,"Rural",4,"Counties Manukau",66,66,57
834300,-1,"Rural",4,"Counties Manukau",126,117,129
834400,0,"Rural",4,"Counties Manukau",102,138,141
834501,-1,"Rural",4,"Counties Manukau",156,171,159
834502,-1,"Rural",4,"Counties Manukau",147,147,126
834503,-1,"Rural",4,"Counties Manukau",132,108,144
834600,2,"Urban",4,"Counties Manukau",255,270,255
834701,2,"Urban",4,"Counties Manukau",84,102,129
834702,2,"Urban",4,"Counties Manukau",66,72,81
834800,2,"Urban",4,"Counties Manukau",15,3,3
834900,2,"Urban",4,"Counties Manukau",96,93,93
835000,2,"Urban",4,"Counties Manukau",225,255,255
835101,2,"Urban",4,"Counties Manukau",96,105,90
835102,2,"Urban",4,"Counties Manukau",69,69,60
835201,2,"Urban",4,"Counties Manukau",15,24,18
835202,2,"Urban",4,"Counties Manukau",168,204,336
835300,2,"Urban",4,"Counties Manukau",150,141,159
835400,2,"Urban",4,"Counties Manukau",231,441,504
835501,2,"Urban",4,"Counties Manukau",93,111,117
835502,2,"Urban",4,"Counties Manukau",87,153,156
835503,2,"Urban",4,"Counties Manukau",75,120,111
835504,2,"Urban",4,"Counties Manukau",63,66,78
835601,2,"Urban",4,"Counties Manukau",201,183,246
835602,2,"Urban",4,"Counties Manukau",69,138,183
835700,NA,NA,4,"Counties Manukau",0,0,0
835801,2,"Urban",4,"Counties Manukau",264,273,261
835803,2,"Urban",4,"Counties Manukau",171,222,237
835804,2,"Urban",4,"Counties Manukau",198,153,156
835900,2,"Urban",4,"Counties Manukau",123,144,144
836000,2,"Urban",4,"Counties Manukau",162,159,144
836100,2,"Urban",4,"Counties Manukau",90,108,102
836200,2,"Urban",4,"Counties Manukau",129,123,126
836300,2,"Urban",4,"Counties Manukau",27,51,39
836400,2,"Urban",4,"Counties Manukau",54,105,99
836500,2,"Urban",4,"Counties Manukau",126,150,138
836600,2,"Urban",4,"Counties Manukau",165,141,168
836701,2,"Urban",4,"Counties Manukau",33,42,39
836702,2,"Urban",4,"Counties Manukau",111,96,93
836703,2,"Urban",4,"Counties Manukau",12,9,18
836800,2,"Urban",4,"Counties Manukau",84,102,105
836901,2,"Urban",4,"Counties Manukau",183,198,174
836902,2,"Urban",4,"Counties Manukau",87,99,108
836903,2,"Urban",4,"Counties Manukau",276,267,249
836904,2,"Urban",4,"Counties Manukau",147,144,261
837001,2,"Urban",4,"Counties Manukau",216,297,411
837002,2,"Urban",4,"Counties Manukau",201,219,207
837101,2,"Urban",4,"Counties Manukau",198,198,198
837102,2,"Urban",4,"Counties Manukau",126,147,159
837201,2,"Urban",4,"Counties Manukau",180,156,168
837202,2,"Urban",4,"Counties Manukau",312,288,279
837300,2,"Urban",4,"Counties Manukau",204,297,492
837400,2,"Urban",4,"Counties Manukau",12,12,15
837500,2,"Urban",4,"Counties Manukau",42,51,39
837600,2,"Urban",4,"Counties Manukau",60,63,60
837700,2,"Urban",4,"Counties Manukau",123,147,168
837800,2,"Urban",4,"Counties Manukau",69,120,180
837900,NA,NA,4,"Counties Manukau",0,0,0
838001,NA,NA,99,"Area outside District Health Board",0,0,0
838002,NA,NA,99,"Area outside District Health Board",0,0,0
838101,2,"Urban",4,"Counties Manukau",174,219,306
838102,2,"Urban",4,"Counties Manukau",30,117,117
838200,2,"Urban",4,"Counties Manukau",138,153,165
838300,2,"Urban",4,"Counties Manukau",186,246,300
838400,2,"Urban",4,"Counties Manukau",108,153,180
838500,2,"Urban",4,"Counties Manukau",9,18,12
838600,2,"Urban",4,"Counties Manukau",12,9,9
838700,2,"Urban",4,"Counties Manukau",15,21,27
838800,2,"Urban",4,"Counties Manukau",87,111,117
838900,2,"Urban",4,"Counties Manukau",261,336,417
839000,2,"Urban",4,"Counties Manukau",222,327,576
839100,2,"Urban",4,"Counties Manukau",60,15,6
839200,2,"Urban",4,"Counties Manukau",3,9,3
839300,2,"Urban",4,"Counties Manukau",207,219,279
839401,2,"Urban",4,"Counties Manukau",51,42,63
839402,2,"Urban",4,"Counties Manukau",9,0,0
839500,2,"Urban",4,"Counties Manukau",0,6,6
839600,2,"Urban",4,"Counties Manukau",51,42,39
839700,2,"Urban",4,"Counties Manukau",129,138,123
839800,2,"Urban",4,"Counties Manukau",216,225,234
839900,2,"Urban",4,"Counties Manukau",42,42,57
840000,2,"Urban",4,"Counties Manukau",225,285,324
840100,2,"Urban",4,"Counties Manukau",267,354,387
840200,2,"Urban",4,"Counties Manukau",183,213,204
840300,2,"Urban",4,"Counties Manukau",63,84,102
840400,2,"Urban",4,"Counties Manukau",45,63,63
840500,2,"Urban",4,"Counties Manukau",48,42,51
840600,-1,"Rural",4,"Counties Manukau",132,108,135
840700,-2,"Rural",4,"Counties Manukau",51,48,57
840801,-1,"Rural",4,"Counties Manukau",111,120,141
840802,-1,"Rural",4,"Counties Manukau",117,111,129
840901,-3,"Rural",4,"Counties Manukau",12,3,0
840902,-2,"Rural",4,"Counties Manukau",18,36,27
841000,-3,"Rural",4,"Counties Manukau",27,18,15
841100,-1,"Rural",4,"Counties Manukau",177,135,177
841200,-1,"Rural",4,"Counties Manukau",69,129,108
841300,-2,"Rural",4,"Counties Manukau",165,150,153
841400,-2,"Rural",4,"Counties Manukau",84,108,120
841500,0,"Rural",4,"Counties Manukau",90,78,186
841600,-2,"Rural",4,"Counties Manukau",81,69,66
841700,-1,"Rural",4,"Counties Manukau",69,63,63
841801,-1,"Rural",4,"Counties Manukau",84,102,177
841802,-2,"Rural",4,"Counties Manukau",15,30,12
841900,0,"Rural",4,"Counties Manukau",90,123,135
842000,-1,"Rural",4,"Counties Manukau",48,42,45
842101,0,"Rural",4,"Counties Manukau",84,138,132
842102,-1,"Rural",4,"Counties Manukau",132,135,135
842200,0,"Rural",4,"Counties Manukau",72,99,114
842300,-1,"Rural",4,"Counties Manukau",60,69,81
842401,0,"Rural",4,"Counties Manukau",87,93,93
842402,-1,"Rural",4,"Counties Manukau",42,39,45
842500,0,"Rural",4,"Counties Manukau",36,36,45
842601,0,"Rural",4,"Counties Manukau",48,66,72
842602,-1,"Rural",4,"Counties Manukau",15,18,24
842700,0,"Rural",4,"Counties Manukau",51,108,111
842800,0,"Rural",4,"Counties Manukau",105,135,135
842900,0,"Rural",4,"Counties Manukau",75,120,123
843000,-1,"Rural",4,"Counties Manukau",51,51,45
843100,-1,"Rural",4,"Counties Manukau",75,54,69
843200,-1,"Rural",4,"Counties Manukau",60,90,99
843300,-1,"Rural",4,"Counties Manukau",54,60,54
843400,-1,"Rural",4,"Counties Manukau",210,207,213
843500,-2,"Rural",4,"Counties Manukau",120,99,96
843600,-1,"Rural",4,"Counties Manukau",48,63,63
843700,-1,"Rural",4,"Counties Manukau",96,114,120
843800,-1,"Rural",4,"Counties Manukau",150,180,180
843900,-1,"Rural",4,"Counties Manukau",66,111,102
844000,-1,"Rural",4,"Counties Manukau",99,105,78
844100,-1,"Rural",4,"Counties Manukau",204,240,270
844200,-1,"Rural",4,"Counties Manukau",159,168,156
844300,-1,"Rural",4,"Counties Manukau",123,135,150
844400,-1,"Rural",4,"Counties Manukau",99,111,111
844500,-1,"Rural",4,"Counties Manukau",186,225,219
844600,-1,"Rural",4,"Counties Manukau",135,141,153
844700,-1,"Rural",4,"Counties Manukau",159,159,168
844800,-1,"Rural",4,"Counties Manukau",75,84,81
844901,-1,"Rural",4,"Counties Manukau",15,18,18
844902,0,"Rural",4,"Counties Manukau",15,21,12
845000,-1,"Rural",4,"Counties Manukau",126,168,174
845100,-1,"Rural",4,"Counties Manukau",210,210,252
845200,-2,"Rural",4,"Counties Manukau",48,69,75
845300,-1,"Rural",4,"Counties Manukau",21,24,21
845400,-2,"Rural",4,"Counties Manukau",72,57,48
845500,-1,"Rural",4,"Counties Manukau",99,108,114
845600,-1,"Rural",4,"Counties Manukau",63,81,102
845700,-1,"Rural",4,"Counties Manukau",141,117,102
845800,0,"Rural",4,"Counties Manukau",78,75,75
845900,-2,"Rural",4,"Counties Manukau",45,30,39
846000,-1,"Rural",4,"Counties Manukau",33,33,45
846101,0,"Rural",4,"Counties Manukau",54,69,51
846102,0,"Rural",4,"Counties Manukau",246,237,228
846103,-1,"Rural",4,"Counties Manukau",165,174,162
846200,-2,"Rural",4,"Counties Manukau",30,15,21
846300,-2,"Rural",4,"Counties Manukau",39,51,48
846401,-2,"Rural",4,"Counties Manukau",6,6,0
846402,-3,"Rural",4,"Counties Manukau",6,6,6
846500,-2,"Rural",4,"Counties Manukau",84,105,105
846601,-1,"Rural",4,"Counties Manukau",42,81,96
846602,-1,"Rural",5,"Waikato",27,24,30
846700,-1,"Rural",5,"Waikato",51,84,69
846800,-1,"Rural",5,"Waikato",54,45,51
846900,-1,"Rural",4,"Counties Manukau",48,45,33
847000,-2,"Rural",4,"Counties Manukau",99,87,87
847101,NA,NA,5,"Waikato",0,0,0
847102,-3,"Rural",5,"Waikato",84,75,57
847200,-2,"Rural",5,"Waikato",90,78,90
847300,-2,"Rural",5,"Waikato",72,78,75
847400,-3,"Rural",5,"Waikato",39,42,33
847500,-2,"Rural",5,"Waikato",42,51,33
847600,-2,"Rural",5,"Waikato",75,78,72
847700,-2,"Rural",5,"Waikato",33,30,30
847800,-2,"Rural",5,"Waikato",15,21,15
847900,-2,"Rural",5,"Waikato",90,93,87
848001,-3,"Rural",5,"Waikato",9,12,9
848002,-2,"Rural",5,"Waikato",18,12,18
848100,-1,"Rural",5,"Waikato",30,30,33
848201,-2,"Rural",5,"Waikato",24,33,12
848202,-3,"Rural",5,"Waikato",0,3,0
848300,-1,"Rural",5,"Waikato",51,66,33
848400,2,"Urban",5,"Waikato",3,3,3
848500,-2,"Rural",5,"Waikato",30,36,45
848600,-1,"Rural",5,"Waikato",78,75,57
848700,-1,"Rural",5,"Waikato",45,42,54
848800,-1,"Rural",5,"Waikato",48,57,36
848900,-1,"Rural",5,"Waikato",72,75,57
849001,-2,"Rural",4,"Counties Manukau",60,45,63
849002,-2,"Rural",5,"Waikato",24,30,42
849100,-2,"Rural",5,"Waikato",18,24,27
849200,-2,"Rural",5,"Waikato",33,45,42
849300,-3,"Rural",5,"Waikato",21,30,27
849400,-2,"Rural",5,"Waikato",60,42,57
849500,-2,"Rural",5,"Waikato",81,66,57
849600,-2,"Rural",5,"Waikato",39,45,39
849700,-3,"Rural",5,"Waikato",0,0,0
849800,-3,"Rural",5,"Waikato",0,0,0
849900,-3,"Rural",5,"Waikato",0,0,0
850000,-3,"Rural",5,"Waikato",0,0,0
850100,-3,"Rural",5,"Waikato",0,0,0
850200,0,"Rural",5,"Waikato",3,6,9
850300,-1,"Rural",5,"Waikato",36,45,54
850400,-1,"Rural",5,"Waikato",126,144,126
850500,-1,"Rural",5,"Waikato",66,57,39
850600,0,"Rural",5,"Waikato",51,63,54
850700,-3,"Rural",5,"Waikato",0,0,0
850800,-1,"Rural",5,"Waikato",42,72,75
850900,2,"Urban",5,"Waikato",45,48,36
851000,2,"Urban",5,"Waikato",156,177,135
851100,2,"Urban",5,"Waikato",0,0,0
851200,2,"Urban",5,"Waikato",186,171,162
851300,2,"Urban",5,"Waikato",60,78,60
851400,2,"Urban",5,"Waikato",156,165,132
851500,2,"Urban",5,"Waikato",60,48,75
851600,2,"Urban",5,"Waikato",135,159,153
851700,2,"Urban",5,"Waikato",66,81,96
851800,2,"Urban",5,"Waikato",114,120,135
851900,-1,"Rural",5,"Waikato",72,54,78
852001,-1,"Rural",5,"Waikato",9,21,24
852002,2,"Urban",5,"Waikato",39,36,33
852100,-1,"Rural",5,"Waikato",153,108,114
852200,0,"Rural",5,"Waikato",81,123,186
852300,-1,"Rural",5,"Waikato",12,51,63
852400,-2,"Rural",5,"Waikato",63,72,60
852500,-1,"Rural",5,"Waikato",93,102,99
852600,-2,"Rural",5,"Waikato",51,60,66
852700,0,"Rural",5,"Waikato",66,75,45
852800,-1,"Rural",5,"Waikato",42,48,42
852900,-2,"Rural",5,"Waikato",24,21,24
853000,-1,"Rural",5,"Waikato",18,24,12
853100,0,"Rural",5,"Waikato",45,39,69
853201,0,"Rural",5,"Waikato",48,51,51
853202,0,"Rural",5,"Waikato",21,45,39
853203,0,"Rural",5,"Waikato",66,63,84
853300,0,"Rural",5,"Waikato",66,57,81
853400,0,"Rural",5,"Waikato",42,39,30
853500,0,"Rural",5,"Waikato",27,39,36
853600,0,"Rural",5,"Waikato",93,114,90
853700,0,"Rural",5,"Waikato",120,165,198
853801,0,"Rural",5,"Waikato",153,186,192
853802,-1,"Rural",5,"Waikato",27,33,36
853900,0,"Rural",5,"Waikato",135,156,231
854001,2,"Urban",5,"Waikato",36,42,42
854002,2,"Urban",5,"Waikato",9,18,12
854101,2,"Urban",5,"Waikato",66,75,84
854102,2,"Urban",5,"Waikato",72,63,51
854103,2,"Urban",5,"Waikato",54,54,60
854104,2,"Urban",5,"Waikato",75,81,75
854201,2,"Urban",5,"Waikato",126,120,126
854202,2,"Urban",5,"Waikato",186,204,198
854300,2,"Urban",5,"Waikato",111,108,90
854400,2,"Urban",5,"Waikato",147,141,117
854500,2,"Urban",5,"Waikato",222,189,192
854600,2,"Urban",5,"Waikato",66,48,30
854700,2,"Urban",5,"Waikato",123,105,126
854800,2,"Urban",5,"Waikato",177,165,186
854901,2,"Urban",5,"Waikato",66,63,126
854902,2,"Urban",5,"Waikato",165,144,165
855001,2,"Urban",5,"Waikato",66,66,48
855002,2,"Urban",5,"Waikato",138,135,132
855003,2,"Urban",5,"Waikato",135,141,129
855100,2,"Urban",5,"Waikato",198,213,300
855201,2,"Urban",5,"Waikato",63,69,81
855202,2,"Urban",5,"Waikato",102,117,102
855203,2,"Urban",5,"Waikato",99,105,102
855204,2,"Urban",5,"Waikato",117,108,102
855300,2,"Urban",5,"Waikato",54,60,66
855400,3,"Urban",5,"Waikato",123,117,117
855500,3,"Urban",5,"Waikato",30,33,45
855600,3,"Urban",5,"Waikato",132,123,126
855700,3,"Urban",5,"Waikato",99,111,99
855800,3,"Urban",5,"Waikato",129,141,102
855900,3,"Urban",5,"Waikato",105,147,123
856000,3,"Urban",5,"Waikato",219,195,279
856101,3,"Urban",5,"Waikato",162,177,153
856102,3,"Urban",5,"Waikato",123,129,102
856103,3,"Urban",5,"Waikato",150,144,141
856200,3,"Urban",5,"Waikato",144,150,165
856300,3,"Urban",5,"Waikato",111,84,96
856400,3,"Urban",5,"Waikato",3,3,0
856500,3,"Urban",5,"Waikato",120,132,111
856600,3,"Urban",5,"Waikato",105,93,96
856700,3,"Urban",5,"Waikato",198,171,180
856800,3,"Urban",5,"Waikato",126,111,84
856900,3,"Urban",5,"Waikato",147,147,129
857000,3,"Urban",5,"Waikato",90,105,81
857100,3,"Urban",5,"Waikato",117,105,129
857200,3,"Urban",5,"Waikato",210,201,225
857300,3,"Urban",5,"Waikato",174,162,171
857400,3,"Urban",5,"Waikato",72,78,81
857500,3,"Urban",5,"Waikato",27,36,36
857600,3,"Urban",5,"Waikato",24,24,15
857700,3,"Urban",5,"Waikato",63,66,63
857800,3,"Urban",5,"Waikato",102,108,120
857900,3,"Urban",5,"Waikato",33,57,45
858000,3,"Urban",5,"Waikato",78,96,96
858100,3,"Urban",5,"Waikato",78,87,75
858200,3,"Urban",5,"Waikato",129,129,117
858300,3,"Urban",5,"Waikato",123,144,111
858400,3,"Urban",5,"Waikato",183,192,192
858500,3,"Urban",5,"Waikato",54,87,57
858600,3,"Urban",5,"Waikato",135,168,132
858700,3,"Urban",5,"Waikato",96,105,81
858800,3,"Urban",5,"Waikato",333,342,327
858900,3,"Urban",5,"Waikato",108,126,141
859000,3,"Urban",5,"Waikato",99,102,102
859100,3,"Urban",5,"Waikato",186,201,222
859200,3,"Urban",5,"Waikato",75,75,99
859300,0,"Rural",5,"Waikato",81,93,96
859400,0,"Rural",5,"Waikato",111,132,126
859500,0,"Rural",5,"Waikato",60,66,63
859600,0,"Rural",5,"Waikato",231,240,291
859702,-1,"Rural",5,"Waikato",9,6,6
859703,0,"Rural",5,"Waikato",117,150,153
859704,0,"Rural",5,"Waikato",114,174,294
859705,0,"Rural",5,"Waikato",177,207,186
859801,0,"Rural",5,"Waikato",156,177,198
859802,0,"Rural",5,"Waikato",60,84,111
859900,0,"Rural",5,"Waikato",21,15,15
860000,0,"Rural",5,"Waikato",198,216,189
860100,0,"Rural",5,"Waikato",204,189,201
860200,0,"Rural",5,"Waikato",108,108,117
860300,0,"Rural",5,"Waikato",183,201,201
860400,-1,"Rural",5,"Waikato",132,162,213
860500,-2,"Rural",5,"Waikato",54,78,105
860600,-1,"Rural",5,"Waikato",87,105,123
860700,-1,"Rural",5,"Waikato",120,114,102
860800,-1,"Rural",5,"Waikato",69,90,105
860900,-1,"Rural",5,"Waikato",84,96,126
861000,0,"Rural",5,"Waikato",72,81,93
861100,-3,"Rural",5,"Waikato",24,21,12
861201,-1,"Rural",5,"Waikato",78,132,141
861202,-1,"Rural",5,"Waikato",72,81,117
861301,-2,"Rural",5,"Waikato",27,21,27
861302,-1,"Rural",5,"Waikato",42,42,45
861401,-1,"Rural",5,"Waikato",150,174,192
861402,-1,"Rural",5,"Waikato",27,51,63
861502,-1,"Rural",5,"Waikato",60,39,54
861503,0,"Rural",5,"Waikato",150,153,114
861504,0,"Rural",5,"Waikato",117,93,96
861600,-1,"Rural",5,"Waikato",39,45,72
861700,-1,"Rural",5,"Waikato",30,33,39
861800,-2,"Rural",5,"Waikato",57,69,60
861900,-1,"Rural",5,"Waikato",99,99,132
862000,-2,"Rural",5,"Waikato",57,54,48
862100,-3,"Rural",5,"Waikato",36,24,24
862201,NA,NA,5,"Waikato",0,0,0
862203,NA,NA,5,"Waikato",0,0,0
862204,NA,NA,5,"Waikato",0,0,0
862205,NA,NA,99,"Area outside District Health Board",0,0,0
862207,NA,NA,99,"Area outside District Health Board",0,0,0
862209,NA,NA,99,"Area outside District Health Board",0,0,0
862210,NA,NA,99,"Area outside District Health Board",0,0,0
862301,NA,NA,5,"Waikato",0,0,0
862302,NA,NA,5,"Waikato",0,0,0
862303,NA,NA,5,"Waikato",0,0,0
862400,3,"Urban",5,"Waikato",6,6,0
862501,3,"Urban",5,"Waikato",165,183,165
862502,3,"Urban",5,"Waikato",117,114,96
862600,3,"Urban",5,"Waikato",117,111,114
862700,3,"Urban",5,"Waikato",81,93,93
862800,3,"Urban",5,"Waikato",90,78,69
862900,3,"Urban",5,"Waikato",75,78,84
863000,3,"Urban",5,"Waikato",237,210,222
863100,3,"Urban",5,"Waikato",0,0,0
863200,3,"Urban",5,"Waikato",90,102,99
863300,3,"Urban",5,"Waikato",123,132,138
863400,3,"Urban",5,"Waikato",93,111,135
863500,3,"Urban",5,"Waikato",87,87,96
863600,3,"Urban",5,"Waikato",165,162,171
863700,3,"Urban",5,"Waikato",141,135,150
863800,3,"Urban",5,"Waikato",114,96,105
863900,3,"Urban",5,"Waikato",24,21,24
864000,3,"Urban",5,"Waikato",147,135,129
864100,3,"Urban",5,"Waikato",258,234,243
864200,3,"Urban",5,"Waikato",252,288,288
864300,3,"Urban",5,"Waikato",114,114,93
864400,3,"Urban",5,"Waikato",189,195,210
864500,3,"Urban",5,"Waikato",159,156,177
864600,3,"Urban",5,"Waikato",159,135,102
864700,3,"Urban",5,"Waikato",144,153,147
864800,3,"Urban",5,"Waikato",42,39,48
864900,3,"Urban",5,"Waikato",114,111,111
865000,3,"Urban",5,"Waikato",138,129,90
865100,3,"Urban",5,"Waikato",129,129,129
865200,3,"Urban",5,"Waikato",168,141,156
865300,3,"Urban",5,"Waikato",81,75,117
865400,3,"Urban",5,"Waikato",87,99,135
865500,3,"Urban",5,"Waikato",99,72,90
865600,3,"Urban",5,"Waikato",174,183,198
865700,3,"Urban",5,"Waikato",168,162,159
865800,3,"Urban",5,"Waikato",102,99,102
865900,3,"Urban",5,"Waikato",183,180,207
866000,3,"Urban",5,"Waikato",171,171,186
866100,3,"Urban",5,"Waikato",141,159,174
866200,3,"Urban",5,"Waikato",159,174,177
866300,3,"Urban",5,"Waikato",3,0,0
866400,3,"Urban",5,"Waikato",132,117,129
866500,3,"Urban",5,"Waikato",120,117,126
866600,3,"Urban",5,"Waikato",135,111,111
866700,3,"Urban",5,"Waikato",105,108,111
866800,3,"Urban",5,"Waikato",105,99,114
866900,3,"Urban",5,"Waikato",96,87,75
867000,3,"Urban",5,"Waikato",72,75,57
867100,3,"Urban",5,"Waikato",60,54,51
867200,3,"Urban",5,"Waikato",111,120,138
867300,3,"Urban",5,"Waikato",66,66,75
867400,3,"Urban",5,"Waikato",144,156,267
867500,3,"Urban",5,"Waikato",114,102,132
867600,3,"Urban",5,"Waikato",78,90,87
867700,3,"Urban",5,"Waikato",114,114,126
867800,3,"Urban",5,"Waikato",168,174,162
867900,3,"Urban",5,"Waikato",165,165,168
868000,3,"Urban",5,"Waikato",192,186,174
868100,3,"Urban",5,"Waikato",201,231,225
868200,3,"Urban",5,"Waikato",129,153,144
868300,3,"Urban",5,"Waikato",72,84,90
868400,3,"Urban",5,"Waikato",108,108,117
868501,3,"Urban",5,"Waikato",186,168,171
868502,3,"Urban",5,"Waikato",132,135,120
868600,3,"Urban",5,"Waikato",96,90,114
868700,3,"Urban",5,"Waikato",189,174,177
868800,3,"Urban",5,"Waikato",45,48,45
868900,3,"Urban",5,"Waikato",36,45,39
869000,3,"Urban",5,"Waikato",63,63,63
869100,3,"Urban",5,"Waikato",42,36,198
869200,3,"Urban",5,"Waikato",105,114,102
869300,3,"Urban",5,"Waikato",138,141,144
869400,3,"Urban",5,"Waikato",123,126,144
869500,3,"Urban",5,"Waikato",93,105,114
869600,3,"Urban",5,"Waikato",96,129,123
869700,3,"Urban",5,"Waikato",102,108,120
869800,3,"Urban",5,"Waikato",147,153,162
869900,3,"Urban",5,"Waikato",81,84,72
870000,3,"Urban",5,"Waikato",69,84,93
870100,3,"Urban",5,"Waikato",153,147,174
870200,3,"Urban",5,"Waikato",129,138,132
870300,3,"Urban",5,"Waikato",102,93,93
870400,3,"Urban",5,"Waikato",168,174,156
870500,3,"Urban",5,"Waikato",90,87,117
870600,3,"Urban",5,"Waikato",225,243,219
870700,3,"Urban",5,"Waikato",144,135,126
870801,3,"Urban",5,"Waikato",51,72,63
870802,3,"Urban",5,"Waikato",36,33,9
870900,3,"Urban",5,"Waikato",126,120,129
871000,3,"Urban",5,"Waikato",60,75,63
871100,3,"Urban",5,"Waikato",33,45,48
871200,3,"Urban",5,"Waikato",60,66,66
871300,3,"Urban",5,"Waikato",138,138,135
871400,3,"Urban",5,"Waikato",183,216,204
871500,3,"Urban",5,"Waikato",78,78,78
871600,3,"Urban",5,"Waikato",102,102,132
871700,3,"Urban",5,"Waikato",90,99,105
871800,3,"Urban",5,"Waikato",90,96,99
871900,3,"Urban",5,"Waikato",51,63,72
872000,3,"Urban",5,"Waikato",96,108,126
872100,3,"Urban",5,"Waikato",24,21,21
872201,3,"Urban",5,"Waikato",51,54,51
872202,3,"Urban",5,"Waikato",177,195,210
872203,3,"Urban",5,"Waikato",123,126,144
872301,3,"Urban",5,"Waikato",66,51,45
872302,3,"Urban",5,"Waikato",87,99,87
872400,3,"Urban",5,"Waikato",252,231,267
872500,3,"Urban",5,"Waikato",78,81,87
872600,3,"Urban",5,"Waikato",207,159,201
872701,3,"Urban",5,"Waikato",63,78,75
872702,3,"Urban",5,"Waikato",39,39,33
872800,3,"Urban",5,"Waikato",174,174,165
872900,3,"Urban",5,"Waikato",102,126,126
873000,3,"Urban",5,"Waikato",147,174,183
873100,3,"Urban",5,"Waikato",201,204,174
873201,3,"Urban",5,"Waikato",231,246,213
873202,3,"Urban",5,"Waikato",96,87,90
873300,3,"Urban",5,"Waikato",168,165,198
873400,3,"Urban",5,"Waikato",234,246,228
873500,3,"Urban",5,"Waikato",153,135,162
873600,3,"Urban",5,"Waikato",147,141,153
873701,3,"Urban",5,"Waikato",54,48,51
873702,3,"Urban",5,"Waikato",102,138,144
873800,3,"Urban",5,"Waikato",195,222,249
873900,3,"Urban",5,"Waikato",96,120,96
874000,3,"Urban",5,"Waikato",108,105,120
874100,3,"Urban",5,"Waikato",66,69,48
874200,3,"Urban",5,"Waikato",66,66,51
874300,3,"Urban",5,"Waikato",84,114,132
874400,3,"Urban",5,"Waikato",126,126,138
874500,3,"Urban",5,"Waikato",219,186,135
874600,3,"Urban",5,"Waikato",147,90,72
874700,3,"Urban",5,"Waikato",135,153,162
874800,3,"Urban",5,"Waikato",93,117,105
874900,3,"Urban",5,"Waikato",174,189,180
875000,3,"Urban",5,"Waikato",177,186,183
875100,3,"Urban",5,"Waikato",231,216,219
875202,3,"Urban",5,"Waikato",216,222,240
875203,3,"Urban",5,"Waikato",12,18,15
875204,3,"Urban",5,"Waikato",207,207,189
875205,3,"Urban",5,"Waikato",141,129,108
875300,3,"Urban",5,"Waikato",45,57,69
875400,3,"Urban",5,"Waikato",69,66,93
875500,3,"Urban",5,"Waikato",99,90,108
875600,3,"Urban",5,"Waikato",42,48,60
875700,3,"Urban",5,"Waikato",93,93,93
875800,3,"Urban",5,"Waikato",99,108,96
875900,3,"Urban",5,"Waikato",84,90,96
876000,3,"Urban",5,"Waikato",237,234,237
876100,3,"Urban",5,"Waikato",78,81,69
876201,3,"Urban",5,"Waikato",24,33,15
876202,3,"Urban",5,"Waikato",21,21,27
876300,3,"Urban",5,"Waikato",75,78,75
876400,3,"Urban",5,"Waikato",135,141,135
876500,3,"Urban",5,"Waikato",120,138,132
876600,3,"Urban",5,"Waikato",150,147,147
876701,3,"Urban",5,"Waikato",84,78,75
876702,3,"Urban",5,"Waikato",138,123,126
876800,3,"Urban",5,"Waikato",303,303,306
876900,3,"Urban",5,"Waikato",261,246,261
877000,3,"Urban",5,"Waikato",48,39,39
877100,3,"Urban",5,"Waikato",114,90,114
877201,3,"Urban",5,"Waikato",162,168,171
877202,3,"Urban",5,"Waikato",138,132,144
877300,3,"Urban",5,"Waikato",144,150,156
877400,3,"Urban",5,"Waikato",129,129,132
877500,3,"Urban",5,"Waikato",60,78,72
877600,3,"Urban",5,"Waikato",132,123,129
877700,3,"Urban",5,"Waikato",153,168,159
877800,3,"Urban",5,"Waikato",156,147,138
877900,3,"Urban",5,"Waikato",171,159,174
878000,3,"Urban",5,"Waikato",102,129,123
