"MB2006","UR2006_num","UR2006","DHB_code","DHB_label","Pop2001","Pop2006","Pop2013"
100,-3,"Rural",1,"Northland",9,3,3
200,-3,"Rural",1,"Northland",90,87,84
300,-3,"Rural",1,"Northland",90,72,57
400,-3,"Rural",1,"Northland",30,21,30
501,NA,NA,1,"Northland",0,0,0
502,-3,"Rural",1,"Northland",33,27,36
600,-3,"Rural",1,"Northland",48,45,39
700,-2,"Rural",1,"Northland",57,66,63
800,-2,"Rural",1,"Northland",162,150,105
900,-2,"Rural",1,"Northland",24,27,24
1000,-2,"Rural",1,"Northland",102,63,81
1100,-2,"Rural",1,"Northland",93,72,96
1201,-2,"Rural",1,"Northland",54,72,93
1202,NA,NA,1,"Northland",0,3,0
1203,-2,"Rural",1,"Northland",105,108,102
1204,-2,"Rural",1,"Northland",171,156,162
1301,-2,"Rural",1,"Northland",153,132,135
1302,-2,"Rural",1,"Northland",234,231,258
1400,-2,"Rural",1,"Northland",45,51,63
1500,-2,"Rural",1,"Northland",21,21,21
1600,-3,"Rural",1,"Northland",0,0,0
1700,-3,"Rural",1,"Northland",6,3,0
1800,-2,"Rural",1,"Northland",75,84,87
1900,-3,"Rural",1,"Northland",60,48,57
2000,-3,"Rural",1,"Northland",57,57,51
2100,NA,NA,1,"Northland",0,0,0
2200,-2,"Rural",1,"Northland",207,249,228
2300,-2,"Rural",1,"Northland",210,246,270
2400,-2,"Rural",1,"Northland",147,84,81
2500,-3,"Rural",1,"Northland",3,3,0
2603,-2,"Rural",1,"Northland",45,33,33
2604,-2,"Rural",1,"Northland",99,81,120
2605,-2,"Rural",1,"Northland",66,75,72
2606,-2,"Rural",1,"Northland",123,126,141
2607,-2,"Rural",1,"Northland",75,51,63
2608,-2,"Rural",1,"Northland",27,33,42
2609,-1,"Rural",1,"Northland",69,63,93
2610,-2,"Rural",1,"Northland",96,114,168
2611,-2,"Rural",1,"Northland",75,81,78
2700,-2,"Rural",1,"Northland",150,129,165
2800,-1,"Rural",1,"Northland",63,63,48
2900,-2,"Rural",1,"Northland",144,105,123
3000,-3,"Rural",1,"Northland",39,51,66
3100,-2,"Rural",1,"Northland",90,72,57
3200,-2,"Rural",1,"Northland",144,138,156
3300,-2,"Rural",1,"Northland",138,210,183
3400,-2,"Rural",1,"Northland",33,36,54
3500,1,"Urban",1,"Northland",117,123,132
3600,-2,"Rural",1,"Northland",123,63,60
3701,-2,"Rural",1,"Northland",54,42,42
3702,-2,"Rural",1,"Northland",69,63,57
3800,-2,"Rural",1,"Northland",192,213,225
3900,-2,"Rural",1,"Northland",261,219,159
4000,-2,"Rural",1,"Northland",162,183,174
4101,1,"Urban",1,"Northland",162,165,162
4102,1,"Urban",1,"Northland",180,144,156
4103,1,"Urban",1,"Northland",225,204,234
4200,1,"Urban",1,"Northland",210,222,318
4301,1,"Urban",1,"Northland",99,99,99
4302,1,"Urban",1,"Northland",153,150,126
4400,-2,"Rural",1,"Northland",120,120,126
4500,-2,"Rural",1,"Northland",3,6,12
4600,-1,"Rural",1,"Northland",15,12,24
4700,-3,"Rural",1,"Northland",9,15,9
4800,-2,"Rural",1,"Northland",48,42,48
4900,1,"Urban",1,"Northland",195,201,195
5000,1,"Urban",1,"Northland",48,78,72
5100,1,"Urban",1,"Northland",174,159,156
5201,-1,"Rural",1,"Northland",54,48,66
5202,1,"Urban",1,"Northland",18,15,9
5300,NA,NA,1,"Northland",0,0,0
5400,-3,"Rural",1,"Northland",0,3,3
5500,-2,"Rural",1,"Northland",216,210,186
5600,-2,"Rural",1,"Northland",276,309,297
5700,-2,"Rural",1,"Northland",150,189,171
5800,-1,"Rural",1,"Northland",3,9,12
5900,-2,"Rural",1,"Northland",111,108,78
6000,-1,"Rural",1,"Northland",69,42,48
6100,-2,"Rural",1,"Northland",42,54,36
6200,-2,"Rural",1,"Northland",42,30,36
6300,-2,"Rural",1,"Northland",135,123,135
6400,-2,"Rural",1,"Northland",39,42,27
6500,-2,"Rural",1,"Northland",99,93,126
6600,-2,"Rural",1,"Northland",156,162,162
6700,-2,"Rural",1,"Northland",162,186,168
6800,-2,"Rural",1,"Northland",72,75,60
6900,-2,"Rural",1,"Northland",111,135,147
7000,-2,"Rural",1,"Northland",39,27,33
7101,-1,"Rural",1,"Northland",0,3,3
7102,-3,"Rural",1,"Northland",9,12,21
7201,-2,"Rural",1,"Northland",42,39,48
7202,-2,"Rural",1,"Northland",54,63,60
7300,-2,"Rural",1,"Northland",135,114,108
7400,-1,"Rural",1,"Northland",30,45,39
7500,-2,"Rural",1,"Northland",33,48,48
7600,-1,"Rural",1,"Northland",120,96,144
7700,-1,"Rural",1,"Northland",84,57,54
7801,-2,"Rural",1,"Northland",24,36,30
7802,-3,"Rural",1,"Northland",0,0,0
7900,-1,"Rural",1,"Northland",156,183,195
8000,-1,"Rural",1,"Northland",9,9,12
8100,-2,"Rural",1,"Northland",0,36,48
8200,-2,"Rural",1,"Northland",84,87,72
8301,-2,"Rural",1,"Northland",144,144,132
8302,1,"Urban",1,"Northland",9,0,0
8401,-2,"Rural",1,"Northland",63,72,72
8403,1,"Urban",1,"Northland",6,9,9
8404,1,"Urban",1,"Northland",63,51,69
8501,-1,"Rural",1,"Northland",51,42,45
8502,1,"Urban",1,"Northland",99,129,123
8600,-1,"Rural",1,"Northland",96,87,96
8700,-2,"Rural",1,"Northland",63,51,48
8800,-1,"Rural",1,"Northland",57,57,39
8901,-3,"Rural",1,"Northland",0,0,0
8902,-1,"Rural",1,"Northland",66,78,63
9001,-2,"Rural",1,"Northland",36,30,36
9002,1,"Urban",1,"Northland",0,0,0
9101,-1,"Rural",1,"Northland",162,189,264
9102,1,"Urban",1,"Northland",57,54,66
9103,1,"Urban",1,"Northland",24,39,24
9200,-2,"Rural",1,"Northland",36,45,69
9300,-1,"Rural",1,"Northland",69,84,60
9400,-2,"Rural",1,"Northland",144,129,162
9500,-2,"Rural",1,"Northland",18,51,54
9600,-2,"Rural",1,"Northland",27,21,21
9700,-2,"Rural",1,"Northland",84,93,93
9800,-3,"Rural",1,"Northland",0,0,0
9900,-3,"Rural",1,"Northland",12,12,15
10001,-1,"Rural",1,"Northland",132,144,105
10002,-1,"Rural",1,"Northland",129,132,120
10003,-2,"Rural",1,"Northland",114,144,51
10004,-1,"Rural",1,"Northland",0,3,24
10101,-2,"Rural",1,"Northland",135,159,219
10102,-1,"Rural",1,"Northland",126,117,123
10200,-1,"Rural",1,"Northland",6,6,9
10300,-3,"Rural",1,"Northland",12,12,3
10400,-1,"Rural",1,"Northland",30,66,81
10500,-3,"Rural",1,"Northland",51,18,21
10600,-2,"Rural",1,"Northland",81,78,75
10700,-1,"Rural",1,"Northland",300,324,318
10800,-1,"Rural",1,"Northland",9,15,18
10900,-2,"Rural",1,"Northland",111,75,105
11000,-2,"Rural",1,"Northland",78,54,48
11100,-2,"Rural",1,"Northland",39,39,75
11200,-2,"Rural",1,"Northland",6,6,0
11300,-2,"Rural",1,"Northland",153,90,51
11400,-2,"Rural",1,"Northland",39,45,33
11500,-3,"Rural",1,"Northland",3,3,3
11600,-3,"Rural",1,"Northland",21,12,12
11700,-2,"Rural",1,"Northland",42,42,54
11800,-1,"Rural",1,"Northland",39,39,24
11900,-2,"Rural",1,"Northland",69,39,45
12000,-3,"Rural",1,"Northland",33,27,12
12101,NA,NA,1,"Northland",0,0,0
12102,-2,"Rural",1,"Northland",15,30,27
12103,-2,"Rural",1,"Northland",72,57,51
12200,-1,"Rural",1,"Northland",42,33,33
12300,-2,"Rural",1,"Northland",69,24,24
12400,-2,"Rural",1,"Northland",120,102,96
12500,-2,"Rural",1,"Northland",45,78,72
12601,NA,NA,1,"Northland",36,24,33
12602,-3,"Rural",1,"Northland",24,18,9
12701,-2,"Rural",1,"Northland",72,66,60
12702,-2,"Rural",1,"Northland",105,96,90
12800,-1,"Rural",1,"Northland",0,33,18
12902,1,"Urban",1,"Northland",66,51,72
12903,1,"Urban",1,"Northland",132,114,144
12904,1,"Urban",1,"Northland",189,216,252
13000,1,"Urban",1,"Northland",225,198,192
13100,1,"Urban",1,"Northland",240,240,210
13203,1,"Urban",1,"Northland",225,273,213
13204,1,"Urban",1,"Northland",54,54,45
13205,1,"Urban",1,"Northland",120,102,102
13206,1,"Urban",1,"Northland",156,159,138
13207,1,"Urban",1,"Northland",114,90,78
13300,1,"Urban",1,"Northland",282,273,255
13400,1,"Urban",1,"Northland",162,144,120
13500,1,"Urban",1,"Northland",9,15,0
13600,1,"Urban",1,"Northland",57,48,48
13700,1,"Urban",1,"Northland",105,102,123
13800,1,"Urban",1,"Northland",0,0,3
13900,1,"Urban",1,"Northland",114,96,111
14000,1,"Urban",1,"Northland",6,6,0
14100,1,"Urban",1,"Northland",24,21,15
14200,1,"Urban",1,"Northland",12,18,0
14300,1,"Urban",1,"Northland",108,96,87
14400,1,"Urban",1,"Northland",237,267,249
14500,1,"Urban",1,"Northland",21,9,15
14600,1,"Urban",1,"Northland",0,3,3
14700,1,"Urban",1,"Northland",57,57,54
14800,1,"Urban",1,"Northland",18,18,12
14900,1,"Urban",1,"Northland",144,168,171
15000,1,"Urban",1,"Northland",63,66,84
15100,1,"Urban",1,"Northland",108,102,102
15200,1,"Urban",1,"Northland",78,66,66
15300,1,"Urban",1,"Northland",201,198,189
15401,1,"Urban",1,"Northland",15,21,15
15402,1,"Urban",1,"Northland",261,276,264
15500,1,"Urban",1,"Northland",309,342,249
15600,1,"Urban",1,"Northland",180,174,174
15700,1,"Urban",1,"Northland",114,78,84
15800,1,"Urban",1,"Northland",123,117,108
15900,1,"Urban",1,"Northland",69,84,72
16000,1,"Urban",1,"Northland",63,51,57
16100,1,"Urban",1,"Northland",0,6,12
16200,1,"Urban",1,"Northland",81,90,84
16300,1,"Urban",1,"Northland",123,132,99
16400,1,"Urban",1,"Northland",9,15,15
16500,1,"Urban",1,"Northland",9,3,3
16600,1,"Urban",1,"Northland",90,90,78
16700,1,"Urban",1,"Northland",75,108,81
16800,1,"Urban",1,"Northland",48,51,48
17001,NA,NA,99,"Area outside District Health Board",0,0,0
17003,NA,NA,99,"Area outside District Health Board",0,0,0
17005,NA,NA,1,"Northland",0,0,0
17006,NA,NA,1,"Northland",0,3,0
17100,NA,NA,99,"Area outside District Health Board",0,0,0
17200,-3,"Rural",1,"Northland",0,0,0
17301,-1,"Rural",1,"Northland",48,33,36
17302,-2,"Rural",1,"Northland",39,42,33
17401,-2,"Rural",1,"Northland",105,96,108
17402,-2,"Rural",1,"Northland",111,99,69
17500,-2,"Rural",1,"Northland",120,96,108
17600,-2,"Rural",1,"Northland",96,72,87
17700,-2,"Rural",1,"Northland",96,66,87
17800,-2,"Rural",1,"Northland",96,93,99
17900,-3,"Rural",1,"Northland",27,36,30
18000,-3,"Rural",1,"Northland",6,9,12
18100,-2,"Rural",1,"Northland",114,117,84
18201,-2,"Rural",1,"Northland",120,129,102
18202,-3,"Rural",1,"Northland",6,3,3
18203,-3,"Rural",1,"Northland",12,21,21
18300,-2,"Rural",1,"Northland",39,54,33
18400,-2,"Rural",1,"Northland",15,15,3
18500,-2,"Rural",1,"Northland",30,27,30
18600,-2,"Rural",1,"Northland",24,39,18
18700,-2,"Rural",1,"Northland",69,66,51
18800,-2,"Rural",1,"Northland",102,90,93
18900,-2,"Rural",1,"Northland",258,261,240
19000,-2,"Rural",1,"Northland",12,9,3
19100,-2,"Rural",1,"Northland",51,60,51
19200,-2,"Rural",1,"Northland",33,39,42
19300,-2,"Rural",1,"Northland",42,57,51
19400,-2,"Rural",1,"Northland",153,144,210
19500,-3,"Rural",1,"Northland",0,0,0
19600,-2,"Rural",1,"Northland",135,87,78
19700,-2,"Rural",1,"Northland",93,78,78
19801,-2,"Rural",1,"Northland",126,96,93
19802,-1,"Rural",1,"Northland",3,9,3
19900,-2,"Rural",1,"Northland",174,156,156
20000,-2,"Rural",1,"Northland",123,108,102
20100,-1,"Rural",1,"Northland",0,3,0
20200,-2,"Rural",1,"Northland",219,231,171
20300,-2,"Rural",1,"Northland",99,114,99
20401,-2,"Rural",1,"Northland",189,228,198
20402,-2,"Rural",1,"Northland",171,135,153
20500,NA,NA,1,"Northland",6,15,18
20600,-3,"Rural",1,"Northland",24,15,9
20700,-2,"Rural",1,"Northland",69,90,78
20800,-3,"Rural",1,"Northland",45,45,51
20900,-3,"Rural",1,"Northland",33,69,42
21000,-1,"Rural",1,"Northland",48,36,21
21100,-2,"Rural",1,"Northland",18,33,39
21200,-3,"Rural",1,"Northland",15,9,3
21300,-3,"Rural",1,"Northland",33,21,21
21400,-2,"Rural",1,"Northland",42,48,60
21500,-2,"Rural",1,"Northland",6,24,45
21600,-3,"Rural",1,"Northland",0,3,3
21700,-3,"Rural",1,"Northland",0,0,0
21800,-3,"Rural",1,"Northland",0,0,0
21900,-2,"Rural",1,"Northland",39,45,39
22000,-2,"Rural",1,"Northland",171,108,114
22100,-2,"Rural",1,"Northland",36,36,48
22200,-3,"Rural",1,"Northland",18,27,24
22300,-2,"Rural",1,"Northland",69,66,51
22400,-2,"Rural",1,"Northland",36,27,24
22500,-2,"Rural",1,"Northland",171,147,117
22600,-1,"Rural",1,"Northland",33,27,42
22700,-1,"Rural",1,"Northland",42,42,42
22800,-1,"Rural",1,"Northland",99,63,51
22900,-2,"Rural",1,"Northland",21,27,21
23000,-1,"Rural",1,"Northland",51,60,36
23100,-2,"Rural",1,"Northland",168,171,141
23200,-2,"Rural",1,"Northland",27,51,45
23300,-2,"Rural",1,"Northland",81,87,75
23400,-2,"Rural",1,"Northland",93,93,99
23500,-3,"Rural",1,"Northland",0,0,0
23600,-2,"Rural",1,"Northland",78,78,84
23700,-2,"Rural",1,"Northland",96,114,105
23800,-3,"Rural",1,"Northland",129,96,123
23900,-2,"Rural",1,"Northland",42,48,45
24000,-2,"Rural",1,"Northland",96,78,96
24100,-2,"Rural",1,"Northland",18,24,18
24201,-2,"Rural",1,"Northland",0,0,0
24202,-3,"Rural",1,"Northland",0,0,0
24300,-2,"Rural",1,"Northland",96,102,147
24400,-2,"Rural",1,"Northland",204,132,93
24500,-1,"Rural",1,"Northland",54,69,63
24600,-2,"Rural",1,"Northland",69,57,48
24700,-3,"Rural",1,"Northland",54,21,42
24800,-3,"Rural",1,"Northland",3,6,0
24900,-2,"Rural",1,"Northland",30,36,39
25000,-3,"Rural",1,"Northland",27,39,51
25100,-3,"Rural",1,"Northland",69,54,75
25200,-2,"Rural",1,"Northland",72,72,96
25300,-2,"Rural",1,"Northland",93,84,84
25400,-3,"Rural",1,"Northland",48,69,69
25500,-2,"Rural",1,"Northland",96,60,90
25600,-3,"Rural",1,"Northland",45,60,57
25700,-2,"Rural",1,"Northland",39,27,21
25800,-2,"Rural",1,"Northland",93,90,69
25900,-3,"Rural",1,"Northland",36,69,51
26001,-3,"Rural",1,"Northland",51,6,3
26002,-2,"Rural",1,"Northland",150,66,63
26100,-3,"Rural",1,"Northland",3,21,27
26201,-3,"Rural",1,"Northland",33,36,39
26202,-2,"Rural",1,"Northland",264,222,204
26301,-3,"Rural",1,"Northland",0,0,9
26302,-1,"Rural",1,"Northland",51,42,51
26303,-3,"Rural",1,"Northland",69,3,3
26304,-3,"Rural",1,"Northland",0,12,21
26305,-3,"Rural",1,"Northland",3,27,27
26400,-3,"Rural",1,"Northland",45,36,57
26500,-3,"Rural",1,"Northland",69,78,78
26600,-2,"Rural",1,"Northland",36,54,42
26700,-3,"Rural",1,"Northland",18,24,18
26800,-3,"Rural",1,"Northland",78,45,36
26900,-3,"Rural",1,"Northland",81,57,42
27000,-3,"Rural",1,"Northland",9,6,6
27100,-2,"Rural",1,"Northland",33,72,63
27200,-3,"Rural",1,"Northland",0,0,0
27300,-2,"Rural",1,"Northland",39,12,9
27400,-3,"Rural",1,"Northland",48,33,21
27500,-3,"Rural",1,"Northland",48,36,36
27600,-3,"Rural",1,"Northland",33,21,9
27700,-3,"Rural",1,"Northland",18,42,48
27800,-3,"Rural",1,"Northland",48,27,15
27900,-3,"Rural",1,"Northland",12,24,12
28000,-2,"Rural",1,"Northland",27,45,27
28100,-2,"Rural",1,"Northland",54,45,36
28200,-2,"Rural",1,"Northland",30,42,27
28300,-2,"Rural",1,"Northland",111,96,72
28400,-3,"Rural",1,"Northland",0,0,0
28500,-2,"Rural",1,"Northland",42,27,27
28600,-3,"Rural",1,"Northland",33,27,42
28700,-3,"Rural",1,"Northland",39,27,36
28800,-1,"Rural",1,"Northland",12,12,6
28900,-2,"Rural",1,"Northland",54,60,21
29000,-3,"Rural",1,"Northland",21,21,21
29101,-3,"Rural",1,"Northland",0,3,3
29102,-3,"Rural",1,"Northland",0,0,0
29200,-3,"Rural",1,"Northland",24,54,57
29301,NA,NA,1,"Northland",0,0,0
29302,-3,"Rural",1,"Northland",27,18,39
29400,-2,"Rural",1,"Northland",96,48,45
29500,-3,"Rural",1,"Northland",75,48,51
29600,-2,"Rural",1,"Northland",39,48,15
29700,-3,"Rural",1,"Northland",51,42,36
29800,-3,"Rural",1,"Northland",93,69,63
29900,-2,"Rural",1,"Northland",15,30,24
30000,-2,"Rural",1,"Northland",63,48,39
30100,-3,"Rural",1,"Northland",36,27,21
30200,-3,"Rural",1,"Northland",33,33,18
30300,-3,"Rural",1,"Northland",30,36,27
30400,-1,"Rural",1,"Northland",66,36,45
30500,-3,"Rural",1,"Northland",45,48,39
30600,-2,"Rural",1,"Northland",57,57,54
30700,-2,"Rural",1,"Northland",102,96,90
30800,-2,"Rural",1,"Northland",45,39,36
30900,-3,"Rural",1,"Northland",24,21,15
31000,-3,"Rural",1,"Northland",24,18,15
31100,-3,"Rural",1,"Northland",21,36,15
31200,-2,"Rural",1,"Northland",78,51,42
31300,-2,"Rural",1,"Northland",6,36,24
31400,-3,"Rural",1,"Northland",36,33,48
31500,-3,"Rural",1,"Northland",108,108,105
31600,-3,"Rural",1,"Northland",18,45,9
31700,-3,"Rural",1,"Northland",30,30,27
31800,-2,"Rural",1,"Northland",72,63,81
31900,-3,"Rural",1,"Northland",60,60,45
32000,-3,"Rural",1,"Northland",3,3,3
32100,-2,"Rural",1,"Northland",72,63,54
32200,-2,"Rural",1,"Northland",12,21,36
32300,-2,"Rural",1,"Northland",129,129,132
32400,-2,"Rural",1,"Northland",24,27,24
32501,-1,"Rural",1,"Northland",63,75,84
32502,NA,NA,1,"Northland",0,0,0
32600,-2,"Rural",1,"Northland",135,132,93
32700,-2,"Rural",1,"Northland",51,48,42
32800,-1,"Rural",1,"Northland",21,21,33
32900,-2,"Rural",1,"Northland",33,27,39
33000,-2,"Rural",1,"Northland",75,69,69
33100,-2,"Rural",1,"Northland",129,156,150
33200,-2,"Rural",1,"Northland",30,36,42
33300,-2,"Rural",1,"Northland",21,30,24
33400,-2,"Rural",1,"Northland",54,54,36
33500,-2,"Rural",1,"Northland",21,18,18
33600,-2,"Rural",1,"Northland",111,138,177
33700,-2,"Rural",1,"Northland",156,207,216
33800,-2,"Rural",1,"Northland",138,135,177
33900,-2,"Rural",1,"Northland",78,75,87
34000,-2,"Rural",1,"Northland",33,36,93
34101,-2,"Rural",1,"Northland",141,207,231
34102,-1,"Rural",1,"Northland",21,30,24
34201,-2,"Rural",1,"Northland",81,96,96
34202,-2,"Rural",1,"Northland",99,108,117
34301,-1,"Rural",1,"Northland",36,72,90
34302,-2,"Rural",1,"Northland",3,6,3
34400,-2,"Rural",1,"Northland",69,93,84
34500,-2,"Rural",1,"Northland",42,39,48
34600,-2,"Rural",1,"Northland",57,66,57
34700,-1,"Rural",1,"Northland",126,123,126
34800,-2,"Rural",1,"Northland",36,30,39
34900,-2,"Rural",1,"Northland",57,57,87
35000,-2,"Rural",1,"Northland",84,87,69
35100,-2,"Rural",1,"Northland",18,15,21
35200,-2,"Rural",1,"Northland",114,114,114
35300,-2,"Rural",1,"Northland",27,24,36
35401,-3,"Rural",1,"Northland",6,9,9
35402,-1,"Rural",1,"Northland",33,24,21
35501,-1,"Rural",1,"Northland",48,48,69
35502,-3,"Rural",1,"Northland",6,9,9
35600,-2,"Rural",1,"Northland",45,54,39
35700,-2,"Rural",1,"Northland",114,120,138
35800,-1,"Rural",1,"Northland",96,111,117
35900,-2,"Rural",1,"Northland",123,117,147
36000,-1,"Rural",1,"Northland",30,36,42
36100,-2,"Rural",1,"Northland",48,69,72
36201,-2,"Rural",1,"Northland",24,27,24
36202,1,"Urban",1,"Northland",3,9,6
36301,-2,"Rural",1,"Northland",12,21,27
36302,-2,"Rural",1,"Northland",78,72,90
36303,-2,"Rural",1,"Northland",9,21,27
36401,-1,"Rural",1,"Northland",36,51,57
36402,-2,"Rural",1,"Northland",6,9,9
36500,-1,"Rural",1,"Northland",60,60,69
36600,-3,"Rural",1,"Northland",6,0,6
36700,-2,"Rural",1,"Northland",108,108,99
36800,-1,"Rural",1,"Northland",30,27,30
36901,-2,"Rural",1,"Northland",12,9,6
36902,-1,"Rural",1,"Northland",21,21,9
37000,-2,"Rural",1,"Northland",57,270,168
37100,-1,"Rural",1,"Northland",3,33,15
37200,-3,"Rural",1,"Northland",15,21,9
37300,-3,"Rural",1,"Northland",3,6,27
37401,-1,"Rural",1,"Northland",87,99,84
37402,-1,"Rural",1,"Northland",144,132,123
37501,1,"Urban",1,"Northland",39,69,51
37502,-2,"Rural",1,"Northland",24,24,9
37600,-1,"Rural",1,"Northland",45,45,51
37701,-1,"Rural",1,"Northland",21,24,21
37702,-2,"Rural",1,"Northland",24,21,33
37802,1,"Urban",1,"Northland",216,252,195
37803,-1,"Rural",1,"Northland",51,51,84
37804,-2,"Rural",1,"Northland",3,9,30
37805,-2,"Rural",1,"Northland",9,9,15
37806,-3,"Rural",1,"Northland",0,0,0
37807,-1,"Rural",1,"Northland",60,69,51
37901,-2,"Rural",1,"Northland",48,48,42
37902,-3,"Rural",1,"Northland",0,0,0
38001,-2,"Rural",1,"Northland",33,24,30
38002,-3,"Rural",1,"Northland",0,0,0
38100,-1,"Rural",1,"Northland",54,93,78
38200,-1,"Rural",1,"Northland",78,66,54
38300,-1,"Rural",1,"Northland",60,36,36
38400,-2,"Rural",1,"Northland",45,24,30
38500,-2,"Rural",1,"Northland",54,57,60
38600,-2,"Rural",1,"Northland",60,57,60
38700,-2,"Rural",1,"Northland",105,57,66
38800,-3,"Rural",1,"Northland",6,3,3
38900,-2,"Rural",1,"Northland",36,42,24
39000,-2,"Rural",1,"Northland",93,90,96
39100,-2,"Rural",1,"Northland",54,48,24
39200,-1,"Rural",1,"Northland",36,45,42
39300,-2,"Rural",1,"Northland",39,21,15
39400,-2,"Rural",1,"Northland",15,9,9
39500,-2,"Rural",1,"Northland",96,66,57
39600,-2,"Rural",1,"Northland",75,60,51
39700,-2,"Rural",1,"Northland",42,51,30
39800,-2,"Rural",1,"Northland",54,48,24
39900,-2,"Rural",1,"Northland",87,93,114
40001,-3,"Rural",1,"Northland",9,0,0
40002,-3,"Rural",1,"Northland",24,21,24
40100,-2,"Rural",1,"Northland",33,24,27
40200,-2,"Rural",1,"Northland",66,33,51
40300,-3,"Rural",1,"Northland",30,9,30
40400,-2,"Rural",1,"Northland",18,33,27
40501,-2,"Rural",1,"Northland",72,75,60
40502,-3,"Rural",1,"Northland",0,0,0
40601,-1,"Rural",1,"Northland",39,45,36
40602,-3,"Rural",1,"Northland",0,0,0
40701,1,"Urban",1,"Northland",129,141,117
40702,1,"Urban",1,"Northland",57,45,42
40703,1,"Urban",1,"Northland",108,117,84
40801,1,"Urban",1,"Northland",111,105,99
40802,1,"Urban",1,"Northland",42,51,21
40900,1,"Urban",1,"Northland",87,99,81
41000,1,"Urban",1,"Northland",45,57,54
41100,1,"Urban",1,"Northland",105,117,111
41200,1,"Urban",1,"Northland",183,165,183
41300,1,"Urban",1,"Northland",204,195,189
41401,1,"Urban",1,"Northland",60,45,69
41402,1,"Urban",1,"Northland",120,93,87
41403,1,"Urban",1,"Northland",108,90,96
41500,1,"Urban",1,"Northland",39,21,33
41600,1,"Urban",1,"Northland",72,72,84
41700,1,"Urban",1,"Northland",135,147,147
41800,1,"Urban",1,"Northland",108,99,105
41900,1,"Urban",1,"Northland",99,105,90
42000,1,"Urban",1,"Northland",207,216,207
42100,1,"Urban",1,"Northland",147,186,204
42201,1,"Urban",1,"Northland",27,45,36
42202,1,"Urban",1,"Northland",264,249,246
42300,1,"Urban",1,"Northland",171,180,177
42400,1,"Urban",1,"Northland",87,108,90
42500,1,"Urban",1,"Northland",81,99,90
42600,1,"Urban",1,"Northland",54,51,42
42700,1,"Urban",1,"Northland",96,93,111
42800,1,"Urban",1,"Northland",3,3,3
42900,1,"Urban",1,"Northland",48,72,30
43000,1,"Urban",1,"Northland",147,147,153
43100,1,"Urban",1,"Northland",120,108,96
43200,1,"Urban",1,"Northland",186,153,144
43300,1,"Urban",1,"Northland",51,60,63
43400,1,"Urban",1,"Northland",24,33,42
43500,1,"Urban",1,"Northland",165,141,138
43600,1,"Urban",1,"Northland",75,60,72
43700,1,"Urban",1,"Northland",18,24,21
43800,-2,"Rural",1,"Northland",114,144,198
43902,-1,"Rural",1,"Northland",21,36,21
43904,-2,"Rural",1,"Northland",105,111,189
43905,-2,"Rural",1,"Northland",93,126,159
43906,-2,"Rural",1,"Northland",186,234,237
43907,-2,"Rural",1,"Northland",102,117,150
44003,-2,"Rural",1,"Northland",123,180,177
44004,-2,"Rural",1,"Northland",108,123,135
44005,-1,"Rural",1,"Northland",138,159,156
44006,-2,"Rural",1,"Northland",93,117,123
44007,-2,"Rural",1,"Northland",12,18,18
44008,-2,"Rural",1,"Northland",51,57,75
44101,NA,NA,1,"Northland",0,0,0
44102,-2,"Rural",1,"Northland",237,252,222
44201,-2,"Rural",1,"Northland",63,63,54
44202,NA,NA,1,"Northland",6,0,0
44301,-2,"Rural",1,"Northland",84,84,117
44302,NA,NA,1,"Northland",0,0,0
44402,NA,NA,1,"Northland",3,9,9
44403,-2,"Rural",1,"Northland",75,93,114
44404,-2,"Rural",1,"Northland",180,174,159
44405,-2,"Rural",1,"Northland",69,69,54
44406,-2,"Rural",1,"Northland",138,129,135
44501,-2,"Rural",1,"Northland",201,279,312
44502,1,"Urban",1,"Northland",282,369,462
44601,1,"Urban",1,"Northland",174,318,480
44602,1,"Urban",1,"Northland",105,114,108
44701,-2,"Rural",1,"Northland",90,99,135
44702,-2,"Rural",1,"Northland",147,156,147
44703,-2,"Rural",1,"Northland",9,12,9
44801,-2,"Rural",1,"Northland",141,180,219
44802,1,"Urban",1,"Northland",312,303,285
44901,-2,"Rural",1,"Northland",66,45,36
44902,-2,"Rural",1,"Northland",21,18,12
45000,-1,"Rural",1,"Northland",78,72,78
45100,-2,"Rural",1,"Northland",45,54,48
45200,-2,"Rural",1,"Northland",42,48,45
45300,-1,"Rural",1,"Northland",57,75,69
45400,-2,"Rural",1,"Northland",36,60,51
45500,-2,"Rural",1,"Northland",15,42,33
45600,-1,"Rural",1,"Northland",39,39,33
45700,-1,"Rural",1,"Northland",18,21,15
45800,-2,"Rural",1,"Northland",66,63,54
45901,-2,"Rural",1,"Northland",33,45,39
45902,-2,"Rural",1,"Northland",39,39,39
46001,-2,"Rural",1,"Northland",21,27,36
46002,-1,"Rural",1,"Northland",18,24,18
46100,-3,"Rural",1,"Northland",27,36,36
46200,-3,"Rural",1,"Northland",27,12,15
46300,-1,"Rural",1,"Northland",27,39,39
46400,-1,"Rural",1,"Northland",72,54,48
46500,-1,"Rural",1,"Northland",21,30,27
46600,-1,"Rural",1,"Northland",18,21,9
46700,-2,"Rural",1,"Northland",60,54,36
46801,-1,"Rural",1,"Northland",18,9,18
46802,-2,"Rural",1,"Northland",30,15,18
46901,-3,"Rural",1,"Northland",12,12,12
46902,-3,"Rural",1,"Northland",21,9,21
47001,-3,"Rural",1,"Northland",6,15,0
